"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"35061","5","445","75","0","2022","1","","Valencia County, New Mexico","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",11,336,333,335,2349483,2261766,7465,540,"",0.52,0.99,0.97,0.97,1.62,1.09,0.57,1.65,"",0,0.0,-8,-2.3,-6,-1.8,-3,-0.9,172078,7.9,137536,6.5,-1657,-18.2,48,9.8
"35999","5","445","75","0","2022","1","N","Unknown Or Undefined, New Mexico","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.07,0,0,0,0,0,0,0,"N",3,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36000","1","445","55","0","2022","1","","New York -- Statewide","Federal Government","NAICS 445 Food and beverage retailers","State, NAICS 3-digit -- by ownership sector","All establishment sizes",5,156,156,160,1595192,0,0,780,"",0.40,0.25,0.25,0.26,0.17,0.00,0.00,0.66,"",0,0.0,-7,-4.3,-8,-4.9,-6,-3.6,-21853,-1.4,0,0.0,0,0.0,23,3.0
"36000","5","445","55","0","2022","1","","New York -- Statewide","Private","NAICS 445 Food and beverage retailers","State, NAICS 3-digit -- by ownership sector","All establishment sizes",17105,206412,207874,208605,1648168814,1354232324,31928725,611,"",1.81,1.08,1.07,1.07,0.79,1.23,1.56,0.73,"",691,4.2,-1394,-0.7,1831,0.9,2749,1.3,145612257,9.7,99316608,7.9,-2486676,-7.2,51,9.1
"36001","5","445","75","0","2022","1","","Albany County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",238,4459,4490,4517,31497114,27407493,613353,540,"",1.63,0.95,0.95,0.96,0.85,1.31,1.60,0.89,"",12,5.3,-235,-5.0,-197,-4.2,-129,-2.8,1989517,6.7,1321989,5.1,-65433,-9.6,55,11.3
"36003","5","445","75","0","2022","1","","Allegany County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",20,382,397,407,2141330,2013692,54234,417,"",1.58,1.48,1.45,1.47,1.74,2.26,2.80,1.19,"",3,17.6,-16,-4.0,16,4.2,27,7.1,157875,8.0,223160,12.5,14666,37.1,22,5.6
"36005","5","445","75","0","2022","1","","Bronx County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1551,10695,10894,10906,93823969,75148730,1834482,666,"",5.55,1.63,1.63,1.63,2.17,2.88,3.76,1.33,"",39,2.6,188,1.8,320,3.0,324,3.1,4689521,5.3,3126429,4.3,-340631,-15.7,16,2.5
"36007","5","445","75","0","2022","1","","Broome County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",107,2415,2463,2406,15784558,13321876,303142,500,"",1.78,1.45,1.44,1.43,1.62,1.92,2.36,1.12,"",13,13.8,28,1.2,132,5.7,91,3.9,2731964,20.9,2073712,18.4,53925,21.6,72,16.8
"36009","5","445","75","0","2022","1","","Cattaraugus County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",44,703,692,688,4225389,3884642,86472,468,"",1.77,1.21,1.17,1.17,1.49,1.64,1.80,1.26,"",3,7.3,-26,-3.6,-22,-3.1,-17,-2.4,238546,6.0,334468,9.4,-1895,-2.1,40,9.3
"36011","5","445","75","0","2022","1","","Cayuga County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",30,787,772,762,4984006,4090300,96073,496,"",1.26,1.55,1.50,1.48,1.70,1.74,2.26,1.12,"",2,7.1,37,4.9,47,6.5,38,5.2,772701,18.3,651570,18.9,9192,10.6,54,12.2
"36013","5","445","75","0","2022","1","","Chautauqua County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",69,1432,1455,1428,9395460,8125046,205619,502,"",1.57,1.51,1.51,1.49,1.98,1.82,2.45,1.31,"",9,15.0,112,8.5,163,12.6,126,9.7,1553345,19.8,1469257,22.1,39773,24.0,40,8.7
"36015","5","445","75","0","2022","1","","Chemung County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",45,1056,1048,1036,7838064,6495200,150249,576,"",1.70,1.50,1.49,1.49,1.87,1.94,2.31,1.25,"",2,4.7,24,2.3,59,6.0,40,4.0,1430674,22.3,1143877,21.4,14277,10.5,86,17.6
"36017","5","445","75","0","2022","1","","Chenango County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",22,307,304,319,2008230,1811395,43324,498,"",1.50,0.88,0.87,0.92,0.99,1.01,1.49,1.11,"",3,15.8,-6,-1.9,-6,-1.9,-1,-0.3,208635,11.6,166614,10.1,459,1.1,58,13.2
"36019","5","445","75","0","2022","1","","Clinton County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",36,686,650,661,4741700,4117288,91999,548,"",1.34,1.01,0.95,0.97,1.26,1.32,1.55,1.29,"",7,24.1,62,9.9,13,2.0,3,0.5,682278,16.8,560470,15.8,5009,5.8,60,12.3
"36021","5","445","75","0","2022","1","","Columbia County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",46,624,628,617,5016507,4174631,91977,619,"",1.55,1.50,1.50,1.47,2.31,2.21,2.65,1.55,"",2,4.5,-34,-5.2,-47,-7.0,-39,-5.9,425183,9.3,233673,5.9,-6922,-7.0,86,16.1
"36023","5","445","75","0","2022","1","","Cortland County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",27,447,457,456,3037671,2691433,59973,515,"",1.76,1.20,1.17,1.18,1.60,1.68,1.92,1.35,"",2,8.0,-69,-13.4,-40,-8.0,-35,-7.1,341886,12.7,386165,16.8,5892,10.9,101,24.4
"36025","5","445","75","0","2022","1","","Delaware County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",24,334,340,345,2161170,1935473,42735,489,"",1.38,1.15,1.15,1.16,1.32,1.40,1.58,1.14,"",4,20.0,-2,-0.6,-3,-0.9,6,1.8,356276,19.7,305245,18.7,7113,20.0,80,19.6
"36027","5","445","75","0","2022","1","","Dutchess County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",207,3640,3627,3651,31197561,25477147,556816,659,"",1.70,1.66,1.59,1.60,2.02,2.47,3.04,1.25,"",14,7.3,-96,-2.6,-126,-3.4,-83,-2.2,1243024,4.1,884739,3.6,-67983,-10.9,43,7.0
"36029","5","445","75","0","2022","1","","Erie County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",637,13342,13341,13316,89950013,75023795,1761137,519,"",1.83,1.42,1.40,1.40,1.47,1.51,1.93,1.05,"",28,4.6,-182,-1.3,216,1.6,327,2.5,11874157,15.2,11887822,18.8,250208,16.6,64,14.1
"36031","5","445","75","0","2022","1","","Essex County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",35,343,343,343,2468348,2136903,46822,554,"",1.93,1.19,1.19,1.21,1.66,1.71,1.78,1.39,"",0,0.0,-36,-9.5,-25,-6.8,-28,-7.5,82299,3.4,102048,5.0,-5610,-10.7,61,12.4
"36033","5","445","75","0","2022","1","","Franklin County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",27,345,346,350,2194610,1960436,47312,487,"",1.73,0.96,0.95,0.96,1.03,2.01,2.64,1.08,"",6,28.6,46,15.4,52,17.7,55,18.6,546582,33.2,456266,30.3,6483,15.9,59,13.8
"36035","5","445","75","0","2022","1","","Fulton County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",30,466,467,458,2986592,2563216,54795,495,"",1.81,1.41,1.40,1.38,1.76,1.73,2.12,1.26,"",1,3.4,3,0.6,9,2.0,3,0.7,319007,12.0,242417,10.4,-1029,-1.8,48,10.7
"36037","5","445","75","0","2022","1","","Genesee County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",25,404,391,395,2446711,2191710,48607,474,"",1.23,0.86,0.83,0.83,1.00,0.95,1.19,1.19,"",1,4.2,10,2.5,18,4.8,19,5.1,194586,8.6,381909,21.1,4183,9.4,19,4.2
"36039","5","445","75","0","2022","1","","Greene County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",37,494,509,506,3366472,2910617,64568,515,"",1.98,1.64,1.68,1.68,1.99,2.14,2.54,1.20,"",1,2.8,-33,-6.3,-18,-3.4,-33,-6.1,181085,5.7,219397,8.2,-3084,-4.6,54,11.7
"36041","5","445","75","0","2022","1","","Hamilton County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",7,42,41,42,230698,230698,5159,426,"",2.04,1.33,1.28,1.31,1.56,2.59,2.48,1.19,"",1,16.7,-1,-2.3,-1,-2.4,1,2.4,11556,5.3,11956,5.5,-1387,-21.2,25,6.2
"36043","5","445","75","0","2022","1","","Herkimer County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",20,239,251,240,1545840,1348050,31057,489,"",1.13,0.73,0.75,0.73,0.96,0.98,1.14,1.31,"",0,0.0,-131,-35.4,-128,-33.8,-130,-35.1,-782568,-33.6,-648432,-32.5,-21700,-41.1,9,1.9
"36045","1","445","75","0","2022","1","","Jefferson County, New York","Federal Government","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,50,50,52,440187,0,0,668,"",18.95,19.07,18.94,19.73,22.40,0.00,0.00,1.16,"",0,0.0,-1,-2.0,-3,-5.7,0,0.0,6670,1.5,0,0.0,0,0.0,27,4.2
"36045","5","445","75","0","2022","1","","Jefferson County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",62,960,972,976,6054646,5383736,127432,480,"",1.54,1.18,1.18,1.18,1.39,1.62,1.86,1.18,"",5,8.8,64,7.1,77,8.6,87,9.8,987904,19.5,917062,20.5,7674,6.4,44,10.1
"36047","1","445","75","0","2022","1","","Kings County, New York","Federal Government","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,30,30,31,339928,0,0,862,"",0.78,0.55,0.54,0.56,0.76,0.00,0.00,1.37,"",0,0.0,-8,-21.1,-8,-21.1,-9,-22.5,-56492,-14.3,0,0.0,0,0.0,73,9.3
"36047","5","445","75","0","2022","1","","Kings County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",3100,22364,22619,22771,171720374,150656230,3602995,585,"",3.18,1.32,1.31,1.32,1.73,1.83,2.39,1.31,"",61,2.0,98,0.4,201,0.9,286,1.3,6728064,4.1,5767165,4.0,-625639,-14.8,18,3.2
"36049","5","445","75","0","2022","1","","Lewis County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",8,116,115,111,679788,660926,14683,459,"",0.98,0.90,0.89,0.87,1.12,1.36,1.49,1.26,"",-1,-11.1,-1,-0.9,2,1.8,-4,-3.5,39867,6.2,47682,7.8,-2390,-14.0,31,7.2
"36051","5","445","75","0","2022","1","","Livingston County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",26,657,673,694,4237925,3472018,75695,483,"",1.28,1.61,1.61,1.65,1.96,1.96,2.01,1.20,"",4,18.2,3,0.5,57,9.3,62,9.8,697423,19.7,670228,23.9,13361,21.4,53,12.3
"36053","5","445","75","0","2022","1","","Madison County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",33,633,635,631,4450321,3979063,94301,541,"",1.47,1.54,1.44,1.44,2.03,2.39,2.90,1.37,"",3,10.0,60,10.5,82,14.8,68,12.1,1410591,46.4,1180560,42.2,26590,39.3,126,30.4
"36055","5","445","75","0","2022","1","","Monroe County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",429,11281,11086,11017,77449161,60630009,1369651,535,"",1.61,1.45,1.41,1.40,1.54,1.58,1.92,1.09,"",36,9.2,177,1.6,430,4.0,382,3.6,11577387,17.6,8748920,16.9,164142,13.6,66,14.1
"36057","5","445","75","0","2022","1","","Montgomery County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",29,524,521,500,3473879,2980318,64351,519,"",1.73,1.33,1.31,1.26,1.70,1.41,1.66,1.31,"",1,3.6,34,6.9,14,2.8,11,2.2,393127,12.8,275107,10.2,-2611,-3.9,41,8.6
"36059","1","445","75","0","2022","1","","Nassau County, New York","Federal Government","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,20,20,20,204672,0,0,787,"",0.98,0.48,0.48,0.48,0.45,0.00,0.00,0.94,"",0,0.0,3,17.6,3,17.6,3,17.6,9647,4.9,0,0.0,0,0.0,-95,-10.8
"36059","5","445","75","0","2022","1","","Nassau County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1244,17776,17813,17958,153066800,125847927,2972069,660,"",1.61,1.39,1.37,1.38,1.54,1.81,2.33,1.11,"",62,5.2,-107,-0.6,1,0.0,139,0.8,10325953,7.2,6873953,5.8,-409371,-12.1,44,7.1
"36061","5","445","75","0","2022","1","","New York County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1936,21056,21367,21532,203109019,154432792,3757448,733,"",1.09,0.43,0.43,0.44,0.19,0.42,0.55,0.43,"",40,2.1,1009,5.0,1335,6.7,1500,7.5,34735745,20.6,18317276,13.5,-465170,-11.0,87,13.5
"36063","5","445","75","0","2022","1","","Niagara County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",98,2229,2225,2222,13706699,11932689,282121,474,"",1.43,1.60,1.56,1.56,1.83,1.78,2.08,1.16,"",2,2.1,-31,-1.4,4,0.2,4,0.2,1290520,10.4,1515068,14.5,26735,10.5,46,10.7
"36065","5","445","75","0","2022","1","","Oneida County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",134,2082,2090,2080,13895367,12002876,261344,513,"",1.81,1.00,0.99,1.00,1.18,1.44,1.75,1.18,"",4,3.1,-247,-10.6,-279,-11.8,-201,-8.8,360019,2.7,277826,2.4,-36070,-12.1,65,14.5
"36067","5","445","75","0","2022","1","","Onondaga County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",311,6898,6777,6814,48091368,38474957,904285,542,"",1.75,1.39,1.36,1.37,1.45,1.48,1.92,1.06,"",22,7.6,-214,-3.0,-65,-1.0,31,0.5,6127205,14.6,3727122,10.7,69315,8.3,75,16.1
"36069","5","445","75","0","2022","1","","Ontario County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",48,1319,1281,1343,9167798,7304762,159847,537,"",1.06,1.24,1.19,1.25,1.47,1.32,1.47,1.20,"",5,11.6,-5,-0.4,18,1.4,60,4.7,1113435,13.8,964781,15.2,15098,10.4,57,11.9
"36071","1","445","75","0","2022","1","","Orange County, New York","Federal Government","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,38,38,39,431442,0,0,866,"",4.87,3.79,3.78,3.92,5.09,0.00,0.00,1.33,"",0,0.0,2,5.6,2,5.6,2,5.4,19002,4.6,0,0.0,0,0.0,-7,-0.8
"36071","5","445","75","0","2022","1","","Orange County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",261,4066,4148,4108,33389256,27980655,626469,625,"",1.67,1.31,1.32,1.32,1.78,1.80,2.23,1.35,"",21,8.8,-447,-9.9,-333,-7.4,-379,-8.4,1319405,4.1,804595,3.0,-57115,-8.4,76,13.8
"36073","5","445","75","0","2022","1","","Orleans County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",12,231,239,237,1456755,1313740,30230,475,"",1.07,1.01,1.03,1.01,1.18,1.41,1.57,1.16,"",2,20.0,-5,-2.1,7,3.0,-5,-2.1,84412,6.2,207230,18.7,-300,-1.0,29,6.5
"36075","5","445","75","0","2022","1","","Oswego County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",42,799,816,808,4892159,4493884,102067,466,"",1.29,1.21,1.20,1.18,1.21,1.48,1.61,1.01,"",3,7.7,0,0.0,48,6.2,35,4.5,381750,8.5,427635,10.5,289,0.3,21,4.7
"36077","5","445","75","0","2022","1","","Otsego County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",32,527,543,544,3734480,3203428,70439,534,"",1.50,1.19,1.19,1.19,1.48,2.18,2.59,1.25,"",2,6.7,-3,-0.6,-2,-0.4,7,1.3,493464,15.2,379761,13.4,2094,3.1,70,15.1
"36079","5","445","75","0","2022","1","","Putnam County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",70,1006,1000,1016,7964750,6560689,144360,608,"",1.57,1.86,1.86,1.90,2.35,2.31,2.76,1.26,"",3,4.5,-98,-8.9,-96,-8.8,-84,-7.6,54481,0.7,84498,1.3,-35211,-19.6,55,9.9
"36081","5","445","75","0","2022","1","","Queens County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2236,16333,16637,16657,129444161,110787032,2664753,602,"",2.87,1.14,1.15,1.14,1.36,1.46,1.89,1.19,"",30,1.4,299,1.9,611,3.8,490,3.0,6454949,5.2,4236056,4.0,-332541,-11.1,13,2.2
"36083","5","445","75","0","2022","1","","Rensselaer County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",94,1460,1492,1490,10839060,8855497,193835,563,"",1.95,1.29,1.29,1.29,1.32,1.81,2.04,1.02,"",11,13.3,-96,-6.2,-75,-4.8,-33,-2.2,1128190,11.6,631235,7.7,-9785,-4.8,81,16.8
"36085","5","445","75","0","2022","1","","Richmond County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",359,4411,4494,4541,34360198,28752437,670262,590,"",2.47,1.61,1.61,1.63,1.99,2.35,2.79,1.23,"",6,1.7,-231,-5.0,-77,-1.7,-17,-0.4,-72701,-0.2,738619,2.6,-140345,-17.3,13,2.3
"36087","5","445","75","0","2022","1","","Rockland County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",238,2737,2815,2892,24609276,20893122,491227,673,"",1.45,1.03,1.04,1.07,1.38,1.58,1.99,1.31,"",15,6.7,-111,-3.9,-23,-0.8,-33,-1.1,564041,2.3,575614,2.8,-36313,-6.9,29,4.5
"36089","5","445","75","0","2022","1","","St. Lawrence County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",57,903,931,943,5785843,5298193,121884,481,"",1.96,1.26,1.26,1.30,1.41,2.11,2.30,1.11,"",6,11.8,-79,-8.0,-32,-3.3,-31,-3.2,30856,0.5,-30308,-0.6,-25987,-17.6,26,5.7
"36091","5","445","75","0","2022","1","","Saratoga County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",103,2580,2568,2591,20888472,17044500,372478,623,"",1.18,1.43,1.40,1.42,1.69,1.64,1.93,1.19,"",5,5.1,-132,-4.9,-137,-5.1,-57,-2.2,2497430,13.6,1631455,10.6,-12352,-3.2,97,18.4
"36093","1","445","75","0","2022","1","","Schenectady County, New York","Federal Government","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,18,18,18,178963,0,0,765,"",15.78,4.73,4.70,4.79,4.88,0.00,0.00,1.03,"",0,0.0,-3,-14.3,-2,-10.0,-2,-10.0,-680,-0.4,0,0.0,0,0.0,85,12.5
"36093","5","445","75","0","2022","1","","Schenectady County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",103,1747,1756,1766,13125506,10990888,239935,575,"",2.14,1.48,1.47,1.50,1.62,1.75,2.11,1.09,"",9,9.6,-19,-1.1,-14,-0.8,22,1.3,1880965,16.7,1319339,13.6,6663,2.9,84,17.1
"36095","5","445","75","0","2022","1","","Schoharie County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",10,150,150,156,989250,907128,20506,501,"",1.04,0.89,0.88,0.91,1.17,1.43,1.56,1.31,"",1,11.1,-2,-1.3,-1,-0.7,4,2.6,147767,17.6,126476,16.2,1476,7.8,74,17.3
"36097","5","445","75","0","2022","1","","Schuyler County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",9,104,103,106,686505,665810,17549,506,"",1.47,1.11,1.09,1.12,1.46,1.61,1.97,1.31,"",1,12.5,-7,-6.3,8,8.4,-4,-3.6,65107,10.5,73977,12.5,2265,14.8,52,11.5
"36099","5","445","75","0","2022","1","","Seneca County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",26,360,362,369,2420633,2231455,50551,512,"",2.42,1.65,1.65,1.70,1.60,2.14,2.70,0.96,"",2,8.3,-7,-1.9,12,3.4,15,4.2,421344,21.1,384918,20.8,640,1.3,81,18.8
"36101","5","445","75","0","2022","1","","Steuben County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",51,1121,1087,1079,7354416,5969973,129159,516,"",1.71,1.53,1.47,1.46,1.10,1.48,1.85,0.74,"",3,6.2,49,4.6,32,3.0,17,1.6,1099467,17.6,939992,18.7,15328,13.5,63,13.9
"36103","5","445","75","0","2022","1","","Suffolk County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1270,16223,16253,16464,137646142,111159885,2674377,649,"",1.66,1.21,1.21,1.21,1.39,1.47,1.87,1.15,"",84,7.1,-337,-2.0,-217,-1.3,94,0.6,7855536,6.1,2866119,2.6,-303349,-10.2,43,7.1
"36105","5","445","75","0","2022","1","","Sullivan County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",75,748,763,770,5185229,4596860,101823,525,"",2.47,1.31,1.31,1.29,1.66,1.90,2.30,1.27,"",2,2.7,-52,-6.5,-21,-2.7,-15,-1.9,315933,6.5,249141,5.7,-208,-0.2,51,10.8
"36107","5","445","75","0","2022","1","","Tioga County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",19,404,403,384,2132535,2001953,43134,413,"",1.58,1.51,1.50,1.42,1.20,1.30,1.57,0.81,"",1,5.6,10,2.5,20,5.2,-16,-4.0,157808,8.0,134795,7.2,-264,-0.6,26,6.7
"36109","5","445","75","0","2022","1","","Tompkins County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",56,1265,1318,1309,9812078,8122549,176894,582,"",1.48,1.32,1.32,1.30,1.44,2.49,3.16,1.09,"",1,1.8,-58,-4.4,-43,-3.2,-78,-5.6,631062,6.9,502890,6.6,-6842,-3.7,62,11.9
"36111","5","445","75","0","2022","1","","Ulster County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",122,2322,2317,2273,18445011,15035897,338623,616,"",1.57,1.99,1.95,1.91,2.75,2.78,3.43,1.41,"",3,2.5,-152,-6.1,-169,-6.8,-178,-7.3,1102071,6.4,651031,4.5,-48760,-12.6,76,14.1
"36113","5","445","75","0","2022","1","","Warren County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",48,826,839,845,6763634,5578365,122536,622,"",1.42,1.15,1.15,1.17,1.70,1.53,1.72,1.47,"",2,4.3,-111,-11.8,-94,-10.1,-76,-8.3,-329999,-4.7,-379400,-6.4,-23404,-16.0,35,6.0
"36115","5","445","75","0","2022","1","","Washington County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",27,518,527,529,3722730,3085958,66017,546,"",1.54,1.66,1.67,1.69,2.09,2.28,2.48,1.25,"",3,12.5,-24,-4.4,-21,-3.8,4,0.8,294076,8.6,184033,6.3,-4161,-5.9,56,11.4
"36117","5","445","75","0","2022","1","","Wayne County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",33,694,669,673,4357765,3645365,78012,494,"",1.12,1.19,1.15,1.15,1.35,1.29,1.44,1.16,"",3,10.0,-25,-3.5,-28,-4.0,-25,-3.6,216629,5.2,286675,8.5,3985,5.4,42,9.3
"36119","5","445","75","0","2022","1","","Westchester County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",847,12000,12084,12094,108965667,87235310,2023730,695,"",1.65,1.41,1.40,1.39,1.25,1.76,2.18,0.89,"",37,4.6,-570,-4.5,-296,-2.4,-352,-2.8,5296735,5.1,2285160,2.7,-385537,-16.0,55,8.6
"36121","5","445","75","0","2022","1","","Wyoming County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",18,365,358,364,2060850,1901444,40401,438,"",1.42,1.35,1.32,1.34,1.31,1.51,1.74,0.98,"",-1,-5.3,-5,-1.4,-14,-3.8,-3,-0.8,130529,6.8,289894,18.0,5276,15.0,36,9.0
"36123","5","445","75","0","2022","1","","Yates County, New York","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",20,241,249,243,1447518,1359326,29884,456,"",2.12,1.79,1.75,1.69,2.28,2.23,2.69,1.31,"",-1,-4.8,8,3.4,19,8.3,11,4.7,263649,22.3,232204,20.6,1783,6.3,63,16.0
